"plot_id","inv_date","azimuth","fuelload_litter_tonha","fuelload_duff_tonha","fuelload_1h_tonha","fuelload_10h_tonha","fuelload_100h_tonha","fuelload_1000h_tonha","fuelload_1000s_tonha","fuelload_1000r_tonha","fuelload_surface_tonha","fuelload_total_tonha"
"0060-00027",2003-06-01,175,0,0,0.0365223540983607,0,4.76507481639344,0,0,0,4.8015971704918,4.8015971704918
"0060-00027",2003-06-01,34,12.76,0,0.401745895081967,7.76626194098361,9.53014963278689,29.5577821869489,29.5577821869489,0,60.0159396558013,60.0159396558013
"0060-00027",2009-06-01,34,6.38,8.375,0.434433402,3.762068652,0,0,0,0,10.576502054,18.951502054
"0060-00027",2009-06-01,175,12.76,16.75,0.434433402,1.254022884,4.84449273,0,0,0,19.292949016,36.042949016
"0060-00101",2001-06-01,216,31.1882812244902,99.1979689166156,0.784433474188986,2.31224859165895,13.7036879620438,31.6923082590979,3.73621456045441,27.9560936986435,79.6809595114798,178.878928428095
"0060-00101",2001-06-01,86,43.6635937142863,123.997461145769,0.962713809231937,1.84979887332716,0,5.95514421982939,0,5.95514421982939,52.4312506166747,176.428711762444
"0060-00101",2003-06-01,86,0,0,0.390967056920289,0,4.54088339598964,0,0,0,4.93185045290993,4.93185045290993
"0060-00101",2003-06-01,216,0,24.7577536634788,0.319882137480236,0,4.54088339598964,0,0,0,4.86076553346988,29.6185191969486
"0060-00101",2009-06-01,71,12.393539591098,0,0.680308921420377,0.84909330158334,0,0,0,0,13.9229418141017,13.9229418141017
"0060-00101",2009-06-01,216,18.590309386647,0,0.259165303398239,1.69818660316668,0,0,0,0,20.5476612932119,20.5476612932119
"0060-00102",2001-06-01,71,26.5475610539216,128.891139721465,0.606597265780174,2.05692945871817,13.8870264231981,4.89150719244533,0,4.89150719244533,47.9896213940634,176.880761115528
"0060-00102",2001-06-01,347,33.184451317402,120.835443488873,0.433283761271553,2.57116182339772,17.3587830289976,5.82129781580271,0,5.82129781580271,59.3689777468717,180.204421235745
"0060-00102",2003-06-01,71,3.26628904452702,24.0697637369026,0.65070390053129,5.16535445348778,30.9509815171291,78.685681586443,78.685681586443,0,118.719010502118,142.788774239021
"0060-00102",2003-06-01,347,3.26628904452702,12.0348818684513,0.910985460743806,4.13228356279023,17.1949897317384,84.6612041856565,84.6612041856565,0,110.165751985456,122.200633853907
"0060-00102",2009-06-01,71,0,0,0.393882119159322,2.86379254986087,0,63.6251631465534,47.6661868612381,15.9589762853153,66.8828378155736,66.8828378155736
"0060-00102",2009-06-01,347,3.51230831504124,7.8705544340324,0.512046754907119,4.29568882479131,18.0458501841143,192.498322218944,45.8548717605111,146.643450458433,218.864216297798,226.73477073183
